0.0    0.0
0.1    1.243e-05
0.236    2.509e-05
0.267    9.165e-05
0.445    2.589e-05
0.528    9.741e-06
0.598    0.0002538
0.711    9.88e-06
0.727    1.855e-05
0.816    3.216e-06
0.877    2.5177e-05
0.922    6.051e-06
0.955    3.467e-06
0.964    6.646e-06
1.014    4.082e-05
1.044    0.0001491
1.223    4.211e-05
1.306    1.585e-05
1.488    1.607e-05
1.504    3.018e-05
1.594    5.232e-06
1.654    8.064e-06
1.7    9.844e-06
1.733    5.641e-06
1.742    1.081e-05
