     12.00232515        0.941248    0.000000    @   1  File:  17
     13.29573964        0.934151    0.000000    @   1  File:  17
     26.17446351        0.000082    0.000000    @   0  File:  17
     26.43224482        0.000049    0.000000    @   0  File:  17
     27.42970101        0.000010    0.000000    @   0  File:  17
     27.49333139        0.002364    0.000000    @   1  File:  17
     27.54686262        0.000326    0.000000    @   0  File:  17
     27.65131664        0.000051    0.000000    @   0  File:  17
     27.99871327        0.000006    0.000000    @   0  File:  17
     28.32513502        0.000026    0.000000    @   0  File:  17
     28.37886219        0.000645    0.000000    @   0  File:  17
     29.30933909        0.003332    0.000000    @   1  File:  17
     29.92555465        0.015566    0.000000    @   1  File:  17
     30.38787035        0.010506    0.000000    @   1  File:  17
     31.26302091        0.000687    0.000000    @   0  File:  17
     31.56681134        0.013859    0.000000    @   1  File:  17
     33.77727853        0.000000    0.000000    @   0  File:  17
     35.33823362        0.002514    0.000000    @   1  File:  17
     35.56500844        0.002153    0.000003    @   1  File:  17
     35.56727096        0.000000    0.172140    @   0  File:  17
     35.65826971        0.000189    0.000001    @   0  File:  17
     36.02660582        0.000005    0.000000    @   0  File:  17
     36.47839493        0.000072    0.000000    @   0  File:  17
     36.96508718        0.007961    0.000000    @   1  File:  17
     37.06715151        0.009736    0.000000    @   1  File:  17
     37.35120057        0.000015    0.000000    @   0  File:  17
     37.76848923        0.000038    0.000017    @   0  File:  17
     37.87936025        0.000007    0.000000    @   0  File:  17
     37.89498067        0.000083    0.000014    @   0  File:  17
     38.07742673        0.000048    0.000000    @   0  File:  17
     38.30449338        0.000109    0.000011    @   0  File:  17
     38.57596346        0.000002    0.000116    @   0  File:  17
     38.94023149        0.000004    0.000000    @   0  File:  17
     39.04641308        0.000315    0.000065    @   0  File:  17
     39.58123406        0.000610    0.000092    @   0  File:  17
     39.72048753        0.000000    0.248869    @   0  File:  17
     39.76901833        0.000019    0.000204    @   0  File:  17
     40.17512817        0.001565    0.000152    @   1  File:  17
     40.19334260        0.000000    0.000720    @   0  File:  17
     40.44938083        0.000017    0.001121    @   0  File:  17
     40.48285641        0.000101    0.000000    @   0  File:  17
     40.88463413        0.009082    0.000003    @   1  File:  17
     40.95678318        0.001355    0.000000    @   1  File:  17
     41.25491643        0.000026    0.000000    @   0  File:  17
     41.45829477        0.000242    0.000000    @   0  File:  17
     41.51282823        0.000148    0.000075    @   0  File:  17
     41.81902916        0.000015    0.000123    @   0  File:  17
     41.93985526        0.000000    0.000082    @   0  File:  17
     42.11924905        0.010131    0.000000    @   1  File:  17
     42.36743202        0.000509    0.000000    @   0  File:  17
     43.39028511        0.000001    0.000003    @   0  File:  17
     45.12585038        0.000713    0.000000    @   0  File:  17
     45.13705431        0.000161    0.000001    @   0  File:  17
     46.37242978        0.000164    0.000001    @   0  File:  17
     47.95314027        0.005126    0.000000    @   1  File:  17
     48.17522498        0.006357    0.000000    @   1  File:  17
     53.39870233        0.000221    0.000009    @   0  File:  17
