0.002    0.0    5.147e-06      0.0    1.05196e-05
0.008    0.0    5.05977e-06    0.0    1.03413e-05
0.013    0.0    2.48587e-06    0.0    5.08068e-06
0.176    0.0    2.88946e-06    0.0    5.90555e-06
0.178    0.0    2.87605e-07    0.0    5.87816e-07
0.18     0.0    2.84964e-06    0.0    5.82418e-06
0.184    0.0    2.80926e-06    0.0    5.74164e-06
0.186    0.0    1.3985e-06     0.0    2.85829e-06
0.194    0.0    2.71956e-06    0.0    5.55831e-06
0.389    0.0    1.30978e-06    0.0    2.67697e-06
0.392    0.0    1.29566e-06    0.0    2.6481e-06
0.397    0.0    1.26779e-06    0.0    2.59114e-06
0.444    0.0    1.04853e-06    0.0    2.14301e-06
0.447    0.0    1.03802e-06    0.0    2.12154e-06
0.454    0.0    1.00701e-06    0.0    2.05815e-06
0.471    0.0    4.69025e-07    0.0    9.58606e-07
0.483    0.0    4.45578e-07    0.0    9.10685e-07
0.488    0.0    8.71753e-07    0.0    1.78171e-06
0.527    0.0    7.36783e-07    0.0    1.50586e-06
0.534    0.0    7.17208e-07    0.0    1.46585e-06
0.568    0.0    3.08008e-07    0.0    6.29516e-07
0.575    0.0    5.9558e-07     0.0    1.21726e-06
0.592    0.0    2.75926e-07    0.0    5.63945e-07
0.594    0.0    2.73691e-07    0.0    5.59378e-07
0.595    0.0    5.42961e-07    0.0    1.10972e-06
0.603    0.0    7.86583e-07    0.0    1.60764e-06
0.605    0.0    5.18916e-07    0.0    1.06058e-06
0.609    0.0    5.10724e-07    0.0    1.04383e-06
0.639    0.0    2.21141e-07    0.0    4.51975e-07
0.644    0.0    4.32397e-07    0.0    8.83744e-07
0.646    0.0    2.14557e-07    0.0    4.38517e-07
0.669    0.0    1.91391e-07    0.0    3.91171e-07
0.672    0.0    1.89077e-07    0.0    3.8644e-07
0.676    0.0    3.70125e-07    0.0    7.56471e-07
0.679    0.0    1.82406e-07    0.0    3.72807e-07
0.695    0.0    1.68278e-07    0.0    3.4393e-07
0.697    0.0    3.34242e-07    0.0    6.83132e-07
0.7    0.0    6.59281e-07    0.0    1.34746e-06
0.734    0.0    1.38696e-07    0.0    2.8347e-07
0.747    0.0    2.58173e-07    0.0    5.2766e-07
0.75    0.0    2.54408e-07    0.0    5.19967e-07
0.752    0.0    2.52815e-07    0.0    5.1671e-07
0.764    0.0    2.36221e-08    0.0    4.82796e-08
0.768    0.0    1.15963e-07    0.0    2.37007e-07
0.769    0.0    1.15258e-07    0.0    2.35568e-07
0.774    0.0    2.24556e-07    0.0    4.58954e-07
0.776    0.0    2.21867e-07    0.0    4.53459e-07
0.803    0.0    1.91719e-07    0.0    3.91841e-07
0.811    0.0    1.83286e-07    0.0    3.74605e-07
0.817    0.0    1.77893e-07    0.0    3.63583e-07
0.827    0.0    8.41424e-08    0.0    1.71973e-07
0.833    0.0    1.62681e-07    0.0    3.32493e-07
0.84    0.0    1.56131e-07    0.0    3.19106e-07
0.853    0.0    7.25379e-08    0.0    1.48255e-07
0.855    0.0    1.4308e-07    0.0    2.92432e-07
0.86    0.0    1.39651e-07    0.0    2.85422e-07
0.875    0.0    1.2754e-07    0.0    2.6067e-07
0.877    0.0    1.26263e-07    0.0    2.5806e-07
0.882    0.0    1.22741e-07    0.0    2.50861e-07
0.893    0.0    1.14896e-07    0.0    2.34827e-07
0.901    0.0    1.09396e-07    0.0    2.23587e-07
0.904    0.0    8.06878e-08    0.0    1.649122e-07
0.905    0.0    1.605287e-07    0.0    3.28092e-07
0.907    0.0    1.05524e-07    0.0    2.15673e-07
0.91    0.0    5.17833e-08    0.0    1.05836e-07
0.918    0.0    9.89145e-08    0.0    2.02164e-07
0.921    0.0    9.69845e-08    0.0    1.9822e-07
0.922    0.0    9.65362e-08    0.0    1.97303e-07
0.923    0.0    4.77633e-08    0.0    9.76199e-08
0.926    0.0    9.39439e-08    0.0    1.92005e-07
0.939    0.0    8.68723e-08    0.0    1.77552e-07
0.946    0.0    8.30731e-08    0.0    1.69787e-07
0.949    0.0    4.08297e-08    0.0    8.34489e-08
0.95    0.0    2.427563e-07    0.0    4.96152e-07
0.955    0.0    3.91734e-08    0.0    8.00636e-08
0.967    0.0    7.27787e-08    0.0    1.48747e-07
0.972    0.0    7.04417e-08    0.0    1.43971e-07
0.974    0.0    3.46489e-08    0.0    7.08164e-08
0.975    0.0    6.92126e-08    0.0    1.41459e-07
0.977    0.0    6.82818e-08    0.0    1.39556e-07
0.99    0.0    1.253517e-07    0.0    2.56198e-07
1.002    0.0    1.15334e-07    0.0    2.35723e-07
1.005    0.0    5.67842e-08    0.0    1.16057e-07
1.007    0.0    2.79627e-08    0.0    5.71509e-08
1.012    0.0    5.38862e-08    0.0    1.10134e-07
