1.013    0.0    5.34807e-08    0.0    1.09305e-07
1.024    0.0    7.47133e-08    0.0    1.52701e-07
1.033    0.0    4.66922e-08    0.0    9.54309e-08
1.04    0.0    4.44409e-08    0.0    9.08296e-08
1.044    0.0    1.299008e-07    0.0    2.654949e-07
1.045    0.0    4.29661e-08    0.0    8.78153e-08
1.053    0.0    4.06763e-09    0.0    8.31352e-09
1.055    0.0    4.02148e-08    0.0    8.21921e-08
1.059    0.0    1.94226e-08    0.0    3.96964e-08
1.06    0.0    3.87148e-08    0.0    7.91264e-08
1.062    0.0    3.8031e-08    0.0    7.77288e-08
1.064    0.0    3.77388e-08    0.0    7.71317e-08
1.067    0.0    3.69062e-08    0.0    7.543e-08
1.072    0.0    3.5536e-08    0.0    7.26294e-08
1.087    0.0    3.18836e-08    0.0    6.51646e-08
1.088    0.0    1.58419e-08    0.0    3.2378e-08
1.089    0.0    4.70846e-08    0.0    9.62328e-08
1.09    0.0    3.11294e-08    0.0    6.36231e-08
1.106    0.0    5.51461e-08    0.0    1.127092e-07
1.107    0.0    4.11861e-08    0.0    8.41772e-08
1.112    0.0    2.63737e-08    0.0    5.39034e-08
1.114    0.0    5.19265e-08    0.0    1.061288e-07
1.115    0.0    5.16743e-08    0.0    1.056135e-07
1.123    0.0    2.4327e-08    0.0    4.97201e-08
1.129    0.0    8.11105e-08    0.0    1.657758e-07
1.13    0.0    3.44016e-08    0.0    7.03108e-08
1.136    0.0    1.09309e-08    0.0    2.23408e-08
1.137    0.0    4.36004e-08    0.0    8.91116e-08
1.138    0.0    2.15582e-08    0.0    4.40612e-08
1.143    0.0    2.06974e-08    0.0    4.23018e-08
1.149    0.0    1.97013e-08    0.0    4.02661e-08
1.151    0.0    3.89471e-08    0.0    7.96011e-08
1.155    0.0    9.4332e-09    0.0    1.92798e-08
1.156    0.0    9.3588e-09    0.0    1.91278e-08
1.158    0.0    1.84575e-08    0.0    3.77239e-08
1.159    0.0    1.83114e-08    0.0    3.74253e-08
1.163    0.0    5.30656e-08    0.0    1.08457e-07
1.164    0.0    1.75725e-08    0.0    3.59151e-08
1.181    0.0    2.27537e-08    0.0    4.65046e-08
1.182    0.0    1.51319e-08    0.0    3.0927e-08
1.193    0.0    1.37225e-08    0.0    2.80465e-08
1.199    0.0    2.619646e-08    0.0    5.35411e-08
1.209    0.0    2.39283e-08    0.0    4.89052e-08
1.21    0.0    4.75937e-08    0.0    9.72734e-08
1.215    0.0    1.13623e-08    0.0    2.32226e-08
1.216    0.0    1.13291e-08    0.0    2.31547e-08
1.224    0.0    3.14337e-08    0.0    6.42451e-08
1.225    0.0    2.184927e-08    0.0    4.465626e-08
1.229    0.0    5.01889e-09    0.0    1.02577e-08
1.234    0.0    2.405036e-08    0.0    4.91548e-08
1.239    0.0    4.59829e-09    0.0    9.39812e-09
1.24    0.0    2.052082e-08    0.0    4.194098e-08
1.244    0.0    8.80162e-09    0.0    1.7989e-08
1.248    0.0    3.38998e-08    0.0    6.92854e-08
1.253    0.0    2.424366e-08    0.0    4.954984e-08
1.254    0.0    4.01486e-09    0.0    8.20568e-09
1.269    0.0    2.090811e-08    0.0    4.27326e-08
1.273    0.0    3.346e-09    0.0    6.83864e-09
1.274    0.0    3.32718e-09    0.0    6.80018e-09
1.285    0.0    1.191785e-08    0.0    2.43581e-08
1.289    0.0    2.86257e-09    0.0    5.8506e-09
1.29    0.0    2.84225e-09    0.0    5.80906e-09
1.292    0.0    1.113597e-08    0.0    2.276e-08
1.299    0.0    2.081425e-08    0.0    4.254064e-08
1.309    0.0    1.641057e-08    0.0    3.35404e-08
1.318    0.0    4.26748e-09    0.0    8.72198e-09
1.319    0.0    2.11937e-08    0.0    4.331627e-08
1.332    0.0    3.71404e-09    0.0    7.59085e-09
1.337    0.0    7.00352e-09    0.0    1.431401e-08
1.338    0.0    3.45562e-10    0.0    7.0627e-10
1.345    0.0    1.60822e-09    0.0    3.28692e-09
1.346    0.0    4.78698e-09    0.0    9.78376e-09
1.353    0.0    1.469e-09    0.0    3.00237e-09
1.354    0.0    2.91922e-09    0.0    5.96637e-09
1.383    0.0    2.10136e-09    0.0    4.29483e-09
1.419    0.0    1.35764e-10    0.0    2.77478e-10
0.0      0.0 0.0 0.0 0.0
0.0      0.0 0.0 0.0 0.0
0.0      0.0 0.0 0.0 0.0
0.0      0.0 0.0 0.0 0.0
0.0      0.0 0.0 0.0 0.0
0.0      0.0 0.0 0.0 0.0
0.0      0.0 0.0 0.0 0.0
0.0      0.0 0.0 0.0 0.0
0.0      0.0 0.0 0.0 0.0
0.0      0.0 0.0 0.0 0.0
0.0      0.0 0.0 0.0 0.0
0.0      0.0 0.0 0.0 0.0
0.0      0.0 0.0 0.0 0.0
0.0      0.0 0.0 0.0 0.0
0.0      0.0 0.0 0.0 0.0
0.0      0.0 0.0 0.0 0.0
0.0      0.0 0.0 0.0 0.0
0.0      0.0 0.0 0.0 0.0
0.0      0.0 0.0 0.0 0.0
0.0      0.0 0.0 0.0 0.0
0.0      0.0 0.0 0.0 0.0
0.0      0.0 0.0 0.0 0.0
0.0      0.0 0.0 0.0 0.0
0.0      0.0 0.0 0.0 0.0
0.0      0.0 0.0 0.0 0.0
0.0      0.0 0.0 0.0 0.0
0.0      0.0 0.0 0.0 0.0
0.0      0.0 0.0 0.0 0.0
0.0      0.0 0.0 0.0 0.0
