0.001    1.498226e-10    0.0    3.06211e-10    0.0
0.002    9.619535e-10    0.0    1.966065e-09    0.0
0.003    7.32011e-11    0.0    1.4961e-10    0.0
0.006    6.91059e-11    0.0    1.4124e-10    0.0
0.007    2.739151e-10    0.0    5.59836e-10    0.0
0.008    3.731822e-10    0.0    7.627193e-10    0.0
0.01    3.271684e-10    0.0    6.68676e-10    0.0
0.012    1.900091e-10    0.0    3.88346e-10    0.0
0.013    1.879054e-10    0.0    3.84047e-10    0.0
0.017    1.171597e-10    0.0    2.39454e-10    0.0
0.018    1.159945e-10    0.0    2.37073e-10    0.0
0.022    6.77937e-11    0.0    1.385588e-10    0.0
0.024    2.63265e-11    0.0    5.38067e-11    0.0
0.025    7.79674e-11    0.0    1.59352e-10    0.0
0.026    2.53459e-11    0.0    5.18027e-11    0.0
0.027    8.77272e-11    0.0    1.79299e-10    0.0
0.029    9.73113e-11    0.0    1.988875e-10    0.0
0.03    4.81414e-11    0.0    9.83926e-11    0.0
0.043    3.82798e-11    0.0    7.82372e-11    0.0
0.044    3.79477e-11    0.0    7.75586e-11    0.0
0.054    0.0    1.15031e-07    0.0    2.35103e-07
0.06    7.17407e-12    0.0    1.46626e-11    0.0
0.071    0.0    4.35797e-07    0.0    8.90693e-07
0.087    0.0    8.25349e-07    0.0    1.686871e-06
0.103    0.0    3.91338e-07    0.0    7.99827e-07
0.104    0.0    7.8053e-07    0.0    1.595271e-06
0.119    0.0    1.85515e-07    0.0    3.79161e-07
0.12    0.0    9.2458e-07    0.0    1.889681e-06
0.121    0.0    3.68373e-07    0.0    7.52891e-07
0.135    0.0    3.51482e-07    0.0    7.18369e-07
0.136    0.0    3.50243e-07    0.0    7.15835e-07
0.151    0.0    4.99347e-07    0.0    1.020579e-06
0.166    0.0    3.1578e-07    0.0    6.454e-07
0.178    0.0    7.58828e-08    0.0    1.55091e-07
0.181    0.0    1.49741e-07    0.0    3.06045e-07
0.183    0.0    2.97473e-07    0.0    6.07983e-07
0.189    0.0    5.82993e-07    0.0    1.19154e-06
0.195    0.0    8.56814e-07    0.0    1.75118e-06
0.201    0.0    1.119517e-06    0.0    2.288099e-06
0.206    0.0    5.48719e-07    0.0    1.12149e-06
0.212    0.0    4.03489e-07    0.0    8.24662e-07
0.218    0.0    2.63697e-07    0.0    5.38951e-07
0.29    0.0    2.02312e-07    0.0    4.13491e-07
0.295    0.0    9.92578e-08    0.0    2.02866e-07
0.296    0.0    1.98226e-07    0.0    4.0514e-07
0.301    0.0    3.88499e-07    0.0    7.94025e-07
0.306    0.0    2.857044e-07    0.0    5.83931e-07
0.307    0.0    1.89695e-07    0.0    3.87703e-07
0.308    0.0    1.89558e-07    0.0    3.87424e-07
0.312    0.0    1.86609e-07    0.0    3.81397e-07
0.313    0.0    3.71887e-07    0.0    7.60073e-07
0.317    0.0    9.13399e-08    0.0    1.86683e-07
0.318    0.0    1.8242e-07    0.0    3.72836e-07
0.319    0.0    3.63419e-07    0.0    7.42768e-07
0.323    0.0    1.78607e-07    0.0    3.65043e-07
0.324    0.0    3.55959e-07    0.0    7.27518e-07
0.329    0.0    8.73277e-08    0.0    1.78483e-07
0.33    0.0    3.48578e-07    0.0    7.12434e-07
0.335    0.0    1.70582e-07    0.0    3.48639e-07
0.341    0.0    1.66749e-07    0.0    3.40806e-07
0.37    0.0    7.46133e-08    0.0    1.52497e-07
0.372    0.0    1.48073e-07    0.0    3.02635e-07
0.374    0.0    2.2035e-07    0.0    4.50357e-07
0.376    0.0    4.37035e-07    0.0    8.93224e-07
0.378    0.0    5.058109e-07    0.0    1.033791e-06
0.38    0.0    4.30185e-07    0.0    8.79223e-07
0.382    0.0    7.109694e-07    0.0    1.453099e-06
0.384    0.0    4.23213e-07    0.0    8.64973e-07
0.386    0.0    3.49855e-07    0.0    7.15044e-07
0.388    0.0    2.77651e-07    0.0    5.6747e-07
0.39    0.0    2.7547e-07    0.0    5.63013e-07
0.392    0.0    1.36656e-07    0.0    2.79301e-07
0.394    0.0    2.03402e-07    0.0    4.1572e-07
0.398    0.0    1.33444e-07    0.0    2.72736e-07
0.4    0.0    1.3245e-07    0.0    2.70705e-07
0.406    0.0    6.46844e-08    0.0    1.32204e-07
0.445    0.0    1.28643e-07    0.0    2.62924e-07
0.446    0.0    3.30003e-07    0.0    6.74469e-07
0.462    0.0    1.53904e-07    0.0    3.14554e-07
0.463    0.0    1.02423e-07    0.0    2.09334e-07
0.479    0.0    2.390578e-07    0.0    4.88594e-07
0.495    0.0    1.33924e-07    0.0    2.73717e-07
0.496    0.0    8.9133e-08    0.0    1.82172e-07
0.509    0.0    2.943246e-07    0.0    6.01548e-07
0.516    0.0    2.45611e-07    0.0    5.01986e-07
0.522    0.0    2.7904e-07    0.0    5.70309e-07
0.528    0.0    1.55337e-07    0.0    3.17481e-07
0.547    0.0    7.14365e-08    0.0    1.46004e-07
0.55    0.0    7.04856e-08    0.0    1.4406e-07
0.553    0.0    1.388525e-07    0.0    2.83791e-07
0.556    0.0    1.36846e-07    0.0    2.7969e-07
0.557    0.0    6.82831e-08    0.0    1.39559e-07
0.56    0.0    3.366982e-07    0.0    6.88153e-07
0.563    0.0    1.991862e-07    0.0    4.07102e-07
0.564    0.0    6.61715e-08    0.0    1.35243e-07
0.566    0.0    1.30823e-07    0.0    2.67379e-07
0.567    0.0    2.610536e-07    0.0    5.33548e-07
0.57    0.0    3.217618e-07    0.0    6.57625e-07
0.573    0.0    2.536357e-07    0.0    5.18388e-07
0.574    0.0    1.26518e-07    0.0    2.5858e-07
0.576    0.0    6.25741e-08    0.0    1.27891e-07
0.577    0.0    1.24652e-07    0.0    2.54767e-07
0.58    0.0    3.075424e-07    0.0    6.28564e-07
0.583    0.0    1.212675e-07    0.0    2.4785e-07
0.584    0.0    6.05146e-08    0.0    1.23681e-07
0.586    0.0    1.195625e-07    0.0    2.44365e-07
0.587    0.0    1.192121e-07    0.0    2.43649e-07
0.59    0.0    1.1766e-07    0.0    2.40476e-07
0.593    0.0    2.3182e-07    0.0    4.73799e-07
0.596    0.0    5.71522e-08    0.0    1.16809e-07
0.599    0.0    1.68849e-07    0.0    3.45099e-07
0.606    0.0    5.4701e-08    0.0    1.11799e-07
0.61    0.0    5.34791e-08    0.0    1.09302e-07
0.612    0.0    1.062877e-07    0.0    2.17234e-07
0.613    0.0    1.05754e-07    0.0    2.16144e-07
0.614    0.0    1.57715e-07    0.0    3.22343e-07
0.615    0.0    2.61343e-07    0.0    5.3414e-07
0.616    0.0    1.03967e-07    0.0    2.1249e-07
0.617    0.0    1.03904e-07    0.0    2.12363e-07
0.618    0.0    3.10016e-07    0.0    6.33618e-07
0.619    0.0    2.56903e-07    0.0    5.25066e-07
0.62    0.0    3.065044e-07    0.0    6.26443e-07
0.621    0.0    1.523925e-07    0.0    3.11463e-07
0.623    0.0    3.02987e-07    0.0    6.19253e-07
0.624    0.0    2.00872e-07    0.0    4.10547e-07
0.625    0.0    2.49664e-07    0.0    5.10269e-07
0.626    0.0    1.98613e-07    0.0    4.05931e-07
