     12.00387439        0.941027    0.000000    @   1  File:  17
     12.00387439        0.941027    0.000000    @   1  File:  19
     13.29628121        0.933878    0.000000    @   1  File:  17
     22.55260345        0.540438    0.000000    @   1  File:   1
     23.47353142        0.000002    0.000000    @   0  File:   1
     23.47353142        0.000002    0.000000    @   0  File:   3
     23.47353142        0.000002    0.000000    @   0  File:   5
     23.58954386        0.000001    0.000000    @   0  File:   1
     23.58954386        0.000001    0.000000    @   0  File:   3
     23.70756120        0.000000    0.000000    @   0  File:   3
     23.70756120        0.000000    0.000000    @   0  File:   5
     23.70756120        0.000000    0.000007    @   0  File:   1
     23.78115926        0.000150    0.000000    @   0  File:   1
     24.14603588        0.000000    0.000000    @   0  File:   3
     24.14603590        0.000000    0.000024    @   0  File:   1
     24.66376494        0.016175    0.000000    @   1  File:   1
     25.02011620        0.002588    0.000000    @   1  File:   1
     25.09524377        0.000005    0.000000    @   0  File:   3
     25.09729724        0.000006    0.003055    @   0  File:   1
     25.12595624        0.000001    0.000000    @   0  File:   3
     25.13067940        0.000006    0.000000    @   0  File:   3
     25.13067940        0.000006    0.000000    @   0  File:   5
     25.13067965        0.000006    0.000114    @   0  File:   1
     25.16743895        0.000000    0.019826    @   0  File:   1
     25.37259468        0.000000    0.000000    @   0  File:   3
     25.41391180        0.000000    0.014853    @   0  File:   1
     25.47734017        0.013436    0.000000    @   1  File:   1
     25.56957430        0.000000    0.000000    @   0  File:   3
     25.61919540        0.000001    0.000000    @   0  File:   3
     25.61919540        0.000001    0.000000    @   0  File:   5
     25.61959101        0.000001    0.003551    @   0  File:   1
     25.83871430        0.001913    0.000000    @   1  File:   1
     25.92907268        0.000000    0.000000    @   0  File:   3
     25.92907268        0.000000    0.000000    @   0  File:   5
     26.01410959        0.000059    0.000000    @   0  File:  17
     26.01410959        0.000059    0.000000    @   0  File:  19
     26.16561195        0.000001    0.008538    @   0  File:   1
     26.16862553        0.000001    0.000000    @   0  File:   3
     26.18219267        0.000000    0.089519    @   0  File:   1
     26.24745594        0.000018    0.000000    @   0  File:  17
     26.38561666        0.000001    0.000000    @   0  File:   3
     26.38561666        0.000001    0.000000    @   0  File:   5
     26.51017397        0.000001    0.085464    @   0  File:   1
     26.67152982        0.000005    0.003363    @   0  File:   1
     26.67174104        0.000005    0.000000    @   0  File:   3
     26.76750798        0.000001    0.000000    @   0  File:   3
     26.76750798        0.000001    0.000000    @   0  File:   5
     27.08651980        0.000002    0.176011    @   0  File:   1
     27.14029369        0.002700    0.000000    @   1  File:  17
     27.14029369        0.002700    0.000000    @   1  File:  19
     27.24921689        0.000066    0.000000    @   0  File:  17
     27.30899640        0.000219    0.000000    @   0  File:  17
     27.32034974        0.000017    0.000000    @   0  File:   3
     27.32034974        0.000017    0.000000    @   0  File:   5
     27.34121341        0.000016    0.064956    @   0  File:   1
     27.39477578        0.000156    0.000000    @   0  File:  17
     27.39477578        0.000156    0.000000    @   0  File:  19
     27.75938962        0.000073    0.000000    @   0  File:  19
     27.75938962        0.000073    0.000002    @   0  File:  17
     28.02272008        0.000062    0.000000    @   0  File:  17
     28.03680015        0.000675    0.000000    @   0  File:  19
     28.03680015        0.000675    0.000003    @   0  File:  17
     28.22362365        0.000007    0.000000    @   0  File:   3
     28.22479612        0.000007    0.020014    @   0  File:   1
     28.25125658        0.035610    0.000001    @   1  File:   1
     28.33424855        0.000104    0.000000    @   0  File:   3
     28.33424855        0.000104    0.000000    @   0  File:   5
     28.33725696        0.000104    0.014542    @   0  File:   1
     28.71572930        0.000024    0.000004    @   0  File:   3
     28.72337658        0.000025    0.025755    @   0  File:   1
     28.87513069        0.004861    0.000000    @   1  File:  19
     28.87513069        0.004861    0.000019    @   1  File:  17
     28.88801520        0.005208    0.000007    @   1  File:   1
     28.97411138        0.000001    0.000049    @   0  File:   3
     28.97411140        0.000001    0.000000    @   0  File:   5
     29.11233830        0.000001    0.000496    @   0  File:   3
     29.18135371        0.000013    0.000057    @   0  File:   3
     29.18135372        0.000013    0.000000    @   0  File:   5
     29.27054252        0.000017    0.066475    @   0  File:   1
     29.28205934        0.003094    0.000000    @   1  File:  19
     29.28205949        0.003094    0.000098    @   1  File:  17
     29.33190128        0.000000    0.001600    @   0  File:   3
     29.33190970        0.000000    0.000000    @   0  File:   5
     29.36166534        0.000001    0.003774    @   0  File:   3
     29.39403837        0.008666    0.000681    @   1  File:   1
     29.62986003        0.006867    0.000004    @   1  File:  17
     29.76750486        0.000001    0.412767    @   0  File:   3
     29.78502292        0.000034    0.085552    @   0  File:   3
     29.79636891        0.000061    0.103732    @   0  File:   1
     29.80099775        0.000052    0.000000    @   0  File:  19
     29.80111859        0.000052    0.002883    @   0  File:  17
     29.80420973        0.028713    0.004450    @   1  File:   1
     29.92072348        0.000039    0.000000    @   0  File:   5
     29.92072350        0.000039    0.000161    @   0  File:   3
     29.95256579        0.063863    0.061720    @   1  File:   1
     30.00905797        0.000000    0.000000    @   0  File:  19
     30.00967190        0.000066    0.009749    @   0  File:   3
     30.01435058        0.000000    0.016146    @   0  File:  17
     30.02102710        0.002561    0.000041    @   1  File:  17
     30.02243516        0.001374    0.369162    @   1  File:   1
     30.03151945        0.001706    0.408523    @   1  File:   1
     30.09240173        0.049308    0.039347    @   1  File:   1
     30.10164918        0.003590    0.210747    @   1  File:   1
     30.22098431        0.002927    0.000000    @   1  File:  19
     30.22108134        0.002930    0.002056    @   1  File:  17
     30.25376014        0.000549    0.000031    @   0  File:  17
     30.32873432        0.000884    0.000000    @   0  File:  19
     30.32892793        0.000880    0.002775    @   0  File:  17
     30.38515490        0.000002    0.036045    @   0  File:   3
     30.47300626        0.000011    0.000000    @   0  File:   5
     30.47301768        0.000011    0.001462    @   0  File:   3
     30.51385856        0.000230    0.041394    @   0  File:   1
     30.71150708        0.000045    0.045633    @   0  File:   1
     30.81668415        0.000035    0.003256    @   0  File:  17
