            91            77             7      80            38            10            70            22            7             60            14            5             50            9             4       
            85            76             8      71            37            10            57            21            7             46            13            5             37            9             3       
            81            75             8      63            37            10            49            21            7             37            13            5             29            9             3       
            77            75             8      57            37            10            42            21            7             31            13            5             24            8             3       
            74            74             8      54            36            10            39            20            7             28            12            5             21            8             3       
            71            74             8      49            36            10            35            20            7             25            12            5             18            8             3       
            67            74             8      45            36            10            31            20            7             22            12            5             16            8             3       
            66            74             8      43            36            10            29            20            7             20            12            5             15            8             3       
            63            74             8      40            36            10            27            20            7             18            12            5             13            8             3       
            61            73             8      39            36            10            25            20            7             17            12            4             12            8             3       
            59            73             8      36            36            10            23            20            7             16            12            4             11            8             3       
            57            73             8      35            35            10            22            20            7             15            12            4             11            8             3       
            55            73             8      33            35            10            21            20            7             14            12            4             10            8             3       
            53            73             8      31            35            10            20            20            7             13            12            4             9             8             3       
            52            73             8      30            35            10            19            20            7             13            12            4             9             8             3       
            51            73             8      29            35            10            18            20            7             12            12            4             8             8             3       
            50            73             8      28            35            10            17            19            7             12            12            4             8             8             3       
            49            73             8      27            35            10            17            19            7             11            12            4             8             8             3       
            48            72             8      27            35            10            16            19            7             11            12            4             7             8             3       
