     94                 47           10
     89                 46           10
     84                 46           10
     79                 46           10
     76                 46           10
     72                 46           10
     69                 46           10
     66                 46           10
     63                 46           10
     61                 46           10
     58                 46           10
     56                 46           10
     54                 46           10
     52                 46           10
     51                 46           10
     49                 46           10
     48                 46           10
     46                 46           10
     45                 46           10
     44                 45           10
